Name,Mileage,Dealer Name,Rating,Review Count,Price
2019 RAM 3500 Longhorn,"40,834 mi.",Troncalli Chrysler Dodge Jeep RAM,4.8,"1,806 ","$69,940"
2019 Chevrolet Suburban Premier,"64,546 mi.",Love Chevrolet,4.3,67 ,"$49,296"
2020 Cadillac CT5 Sport AWD,"17,659 mi.",Joe Bullard Cadillac,4.5,738 ,"$43,000"
2022 Kia Niro Touring SE,"5,648 mi.",Towbin Kia,4.7,"2,267 ","$36,991"
2021 Acura RDX w/Technology Package,"20,673 mi.",Pohanka Acura,4.8,"1,678 ","$39,185"
2020 GMC Canyon Base,"34,665 mi.",Capitol Buick GMC,3.7,72 ,"$26,990"
2019 Toyota Tundra SR5,"62,654 mi.",Kings Toyota,3.4,527 ,"$36,428"
2022 Toyota Corolla Cross LE,879 mi.,Luther Brookdale Toyota,4.8,"2,428 ","$29,997"
2020 Ford Explorer XLT,"17,861 mi.",San Tan Ford,4.3,"1,965 ","$35,252"
2022 Honda Accord Sport 1.5T,"6,068 mi.",Mungenast St. Louis Honda,4.8,"2,676 ","$32,663"
2021 Jeep Wrangler Unlimited 4xe Sahara,"2,161 mi.",Zeigler Chrysler Dodge Jeep Ram of Schaumburg,3.8,793 ,"$56,797"
2022 BMW 840 Gran Coupe i xDrive,"6,977 mi.",Sewell BMW of Grapevine,3.7,63 ,"$81,488"
2022 BMW X5 sDrive40i,"15,283 mi.",Coggin BMW Treasure Coast,4.3,487 ,"$58,999"
2020 Ford Mustang EcoBoost,"23,727 mi.",Sutton Ford,4.4,"4,400 ","$27,500"
2018 Porsche 911 GT3,"13,300 mi.",Porsche Downtown LA,4.4,72 ,"$219,898"
2019 BMW Z4 sDrive30i,"5,486 mi.",Perillo BMW,4.7,616 ,"$47,999"
2018 Porsche Panamera 4S,"51,667 mi.",Porsche Delaware,4.6,225 ,"$75,769"
2019 GMC Acadia Denali,"50,363 mi.",Rice Buick - GMC Inc.,3.6,29 ,"$35,335"
2022 Volvo XC40 T5 R-Design,"17,143 mi.",Gorges Volvo Cars,4.8,"2,117 ","$42,681"
2014 Porsche 911 Turbo S,"28,868 mi.",Porsche Monmouth,5.0,127 ,"$134,900"
2022 Subaru WRX Limited,"4,312 mi.",Fitzgerald Subaru Clearwater,4.7,549 ,"$38,593"
2021 Cadillac XT6 Premium Luxury AWD,"21,119 mi.",Morrie's Cadillac,4.7,660 ,"$48,998"
2021 Honda HR-V Sport,"3,167 mi.",Right Honda,4.3,"1,897 ","$25,958"
2020 Honda Pilot EX-L,"20,495 mi.",Neil Huffman Honda of Frankfort,4.5,460 ,"$33,341"
2019 Volkswagen Golf Alltrack TSI SE,"45,851 mi.",City Volkswagen of Highland,4.8,719 ,"$27,990"
2021 Dodge Challenger R/T Scat Pack,"8,033 mi.",Security Dodge Chrysler Jeep RAM,4.7,"6,767 ","$54,000"
2021 Kia K5 GT-Line,"21,768 mi.",Suntrup Kia South,4.8,"2,152 ","$34,887"
2017 Jeep Wrangler Rubicon,"52,937 mi.",Crown Chrysler Jeep Dodge RAM,4.9,"3,556 ","$34,999"
2019 Cadillac XT5 Luxury,"24,538 mi.",Cadillac of New Orleans,n/a,29 ,"$36,762"
2018 BMW X1 sDrive28i,"41,216 mi.",Arrowhead BMW,2.1,83 ,"$26,843"
2021 Nissan Rogue SL,"3,279 mi.",Nissan of Bradenton,4.7,"2,579 ","$35,991"
2021 Toyota 4Runner TRD Pro,"21,790 mi.",Kenny Kent Toyota,n/a,123 ,"$56,950"
2021 Chevrolet Traverse LS,"15,228 mi.",Allen Tillery Chevrolet,4.2,60 ,"$33,237"
2020 Jeep Grand Cherokee Altitude,"31,210 mi.",Marshall Chrysler Jeep Dodge Ram,n/a,166 ,Not Priced
2022 Kia EV6 Wind,"5,629 mi.",Kearny Mesa Kia,1.9,83 ,"$60,692"
2021 BMW X7 xDrive40i,"27,281 mi.",BMW of Barrington,4.9,"1,269 ","$74,981"
2022 Kia Stinger GT-Line,"1,656 mi.",Capitol Kia,3.9,177 ,"$41,900"
2020 Honda Accord LX 1.5T,"32,016 mi.",Apostolakis Honda,4.9,579 ,"$22,500"
2019 RAM 1500 Big Horn,"35,131 mi.",C R Chrysler Dodge Jeep RAM of Adrian,4.7,283 ,"$39,221"
2020 Honda Odyssey EX-L,"27,203 mi.",Ron Tonkin Honda,4.7,175 ,"$37,973"
2020 Honda Odyssey Elite,"43,831 mi.",Buerkle Hyundai,4.0,"1,073 ","$46,111"
2018 Ferrari California T,"3,103 mi.",Ferrari Maserati Alfa Romeo of Fort Lauderdale,4.8,"1,908 ","$189,900"
2020 INFINITI QX50 PURE,"36,836 mi.",Southwest INFINITI,4.9,453 ,"$30,232"
2018 Chrysler 300 Limited,"49,240 mi.",Grand Junction Chrysler Dodge Jeep,4.9,549 ,"$26,390"
2020 Porsche Cayenne Base,"67,365 mi.",Porsche Austin,3.5,150 ,"$55,900"
2021 Subaru Legacy Touring XT,"14,151 mi.",Premier Subaru of Middlebury,4.9,"1,039 ","$34,454"
2020 Chrysler Pacifica Limited,"66,485 mi.",S&L Motors,4.3,419 ,"$29,994"
2022 Toyota Tundra SR5,494 mi.,Sand Mountain Toyota,4.9,306 ,"$58,881"
2021 Porsche Cayenne E-Hybrid AWD,"20,643 mi.",Porsche Chantilly,4.8,161 ,"$95,080"
2019 Volvo XC60 T6 Momentum,"36,138 mi.",Ontario Volvo Cars,n/a,32 ,"$39,475"
2020 Volvo XC90 T6 Inscription,"24,859 mi.",McKevitt Volvo Cars,2.3,17 ,"$46,995"
2019 Toyota Tacoma TRD Sport,"70,156 mi.",Page Toyota,n/a,194 ,"$32,995"
2020 Toyota 4Runner SR5,"56,724 mi.",Village Pointe Toyota,4.6,"2,630 ","$35,999"
2021 Subaru Ascent Limited 8-Passenger,"33,488 mi.",White Bear Subaru,4.7,"6,045 ","$36,495"
2019 Ford Expedition LIMITED,"60,843 mi.","Ed Wallace Ford, Inc.",5.0,5 ,"$46,590"
2020 INFINITI QX80 Limited,"25,390 mi.",INFINITI of Hoffman Estates,4.7,"2,033 ","$66,994"
2022 Nissan Altima 2.5 SV,"5,259 mi.",Ken Ganley Nissan Medina,4.6,"1,620 ","$28,892"
2021 RAM 1500 Big Horn,"23,471 mi.",Brunswick Auto Mart,4.7,"2,390 ","$37,348"
2019 Ford Edge SEL,"35,696 mi.",Fair Oaks Ford,4.6,"3,475 ","$27,229"
2019 Toyota Corolla Hatchback XSE,"30,249 mi.",Sunshine Toyota,4.9,"1,725 ","$24,318"
2019 Ford Explorer XLT,"20,397 mi.",Royal Oak Ford,4.8,"1,850 ","$31,294"
2021 Porsche Cayenne S Coupe AWD,"9,068 mi.",Serra Auto Campus,n/a,36 ,"$95,804"
2020 Volkswagen Arteon 2.0T SEL R-Line,"24,426 mi.",Colonial Volkswagen,4.9,"2,372 ","$35,498"
2020 Kia Forte GT-Line,"41,416 mi.",Werner Kia,4.6,488 ,"$19,900"
2020 Porsche Macan GTS,"14,435 mi.",Porsche Riverside,4.9,"3,042 ","$78,981"
2022 Chevrolet Suburban LT,"7,744 mi.",Lawrence Chevrolet,4.1,69 ,"$72,992"
2020 BMW Z4 sDrive30i,"3,168 mi.",BMW of Stratham,4.7,729 ,"$49,990"
2019 Ferrari Portofino Base,"9,399 mi.",Ferrari of San Diego,n/a,0 ,"$265,000"
2022 Kia Telluride EX,"27,218 mi.",Taylor Kia of Lima,4.2,230 ,"$46,499"
2021 Kia K5 GT-Line,"19,382 mi.",Ed Napleton Acura Kia,3.0,585 ,"$27,495"
2022 Kia K5 GT-Line,"21,545 mi.",Schaumburg Kia,4.4,"2,642 ","$31,304"
2021 Kia K5 GT-Line,"18,983 mi.",Hawkinson Kia,3.4,133 ,"$28,200"
2021 Acura TLX Tech,"21,333 mi.",Muller Acura of Merrillville,4.7,139 ,"$35,814"
2018 Buick Envision Essence,"53,775 mi.",Quality Buick GMC Cadillac,3.8,32 ,"$27,985"
2019 Volvo XC60 T6 Inscription,"44,291 mi.",Volvo Cars of Austin,4.7,264 ,"$38,995"
2019 Nissan Frontier SV,"71,008 mi.",Coastal Nissan,4.7,693 ,"$23,971"
2021 BMW 228 Gran Coupe 228i sDrive Gran Coupe,"33,160 mi.",Nalley BMW,4.0,631 ,"$32,900"
2022 Jeep Grand Cherokee Limited,"12,246 mi.",Farrish Chrysler Dodge Jeep RAM,4.3,"1,189 ","$45,500"
2022 Ford F-350 Lariat Super Duty,"14,850 mi.",Bison Ford,4.5,23 ,"$86,795"
2019 RAM 1500 Big Horn/Lone Star,"23,533 mi.",Marshall Motor Company,n/a,0 ,"$41,682"
2021 Subaru Ascent Premium 7-Passenger,"28,577 mi.",Hendrick Southpoint Auto Mall,4.8,819 ,"$36,994"
2021 GMC Sierra 1500 SLE,"14,447 mi.",Beck & Masten North,4.1,"1,269 ","$42,609"
2020 Jeep Grand Cherokee Summit,"34,174 mi.",Kimberly Car City,4.0,316 ,"$49,899"
2021 RAM 1500 Big Horn,"28,260 mi.",Crystal Lake Chrysler Dodge Jeep Ram,4.6,362 ,"$43,354"
2022 Jeep Wrangler Unlimited 4xe Sahara,"2,414 mi.",Artioli Chrysler Dodge Ram,3.5,77 ,"$54,978"
2020 BMW 228 Gran Coupe i xDrive,"43,220 mi.",Coggin BMW Treasure Coast,4.3,487 ,"$31,381"
2019 Ford Flex SEL,"31,566 mi.",Bill Brown Ford,4.7,790 ,"$29,995"
2019 Chevrolet Blazer RS,"22,032 mi.",White Allen Chevrolet,4.5,509 ,"$37,500"
2019 INFINITI Q50 3.0t LUXE,"38,320 mi.",INFINITI of San Antonio,4.8,556 ,"$28,220"
2022 Chevrolet Silverado 1500 Limited RST,"8,088 mi.",Karl Chevrolet,4.3,710 ,"$52,743"
2017 Nissan Maxima 3.5 SL,"31,102 mi.",North Strand Nissan,n/a,n/a,"$26,243"
2020 Cadillac Escalade Premium Luxury,"30,170 mi.",Courtesy Cadillac,3.8,143 ,"$64,049"
2021 Honda Passport EX-L,"39,026 mi.",Kelly Honda,4.2,"1,330 ","$35,999"
2019 Honda Passport Sport,"36,251 mi.",Boch Honda West,4.1,"2,063 ","$28,486"
2021 Honda Passport Touring,"31,283 mi.",Honda North,4.3,"1,924 ","$35,987"
2020 Honda Passport Sport,"24,867 mi.",Honda North,4.3,"1,924 ","$31,869"
2019 Honda Passport EX-L,"38,727 mi.",Dover Honda,4.8,"1,183 ","$30,397"
2022 Honda Passport TrailSport,"3,562 mi.",Ron Bouchard Honda,4.9,429 ,"$44,990"
2020 Toyota Avalon TRD,"34,486 mi.",Team Toyota,4.8,"1,345 ","$36,300"
2020 Toyota Supra 3.0,"6,079 mi.",East Madison Toyota,4.6,"1,140 ","$56,992"
2021 Toyota Highlander XLE,"25,228 mi.",Gerald Toyota of Matteson,4.9,"1,391 ","$41,401"
2021 INFINITI QX50 Luxe,"8,905 mi.",Fox Ann Arbor,4.5,284 ,"$38,725"
2019 Porsche Panamera GTS,"15,667 mi.",Porsche of The Main Line,5.0,352 ,"$119,964"
2018 BMW X5 eDrive xDrive40e,"48,500 mi.",Century West BMW,4.3,458 ,"$35,880"
2018 RAM 3500 Tradesman,"12,380 mi.",Shively Motors of Chambersburg,4.7,216 ,"$54,995"
2018 Porsche Panamera Sport Turismo 4S,"40,845 mi.",Foreign Cars Italia,4.9,"1,273 ","$84,992"
2021 Dodge Durango Citadel,"35,855 mi.",Athens Dodge Chrysler Jeep RAM,n/a,53 ,"$40,500"
2019 Ford Ranger XL,"36,442 mi.",Liberty Ford Maple Heights,4.3,400 ,"$29,200"
2021 Nissan Rogue SV,"39,953 mi.",State Line Nissan Inc.,4.8,972 ,"$28,200"
2022 Toyota 4Runner Limited,"4,264 mi.",Toyota of Bellingham,4.6,"4,566 ","$51,426"
2017 Subaru WRX Premium,"25,135 mi.",Busam Subaru,4.0,92 ,"$30,900"
2021 Volkswagen Atlas Cross Sport 3.6L V6 SEL Premium,"17,730 mi.",Alexandria VW,4.7,948 ,"$41,500"
2019 GMC Canyon SLE,"47,743 mi.",Palm Chevrolet,3.6,"1,001 ","$29,142"
2021 Jeep Wrangler Unlimited Sport Altitude,"36,400 mi.",Ken Nelson Auto Group,4.3,57 ,"$43,574"
2020 RAM 1500 Big Horn,"46,027 mi.",Artioli Chrysler Dodge Ram,3.5,77 ,"$41,992"
2019 GMC Yukon XL Denali,"36,236 mi.",Banks Chevy GMC Buick,4.7,"1,391 ","$61,987"
2019 GMC Yukon XL Denali,"33,020 mi.",Greater Lowell Buick GMC,n/a,22 ,"$63,776"
2021 Toyota Land Cruiser Heritage Edition,"19,801 mi.",Wilson Toyota of Ames,4.6,"3,375 ","$109,117"
2020 BMW M550 i xDrive,"25,031 mi.",Sewell BMW MINI of Plano,4.6,"1,068 ","$59,985"
2022 Subaru Forester Wilderness,"13,071 mi.",Lee's Summit Subaru,3.1,69 ,"$37,997"
2017 Porsche Macan Base,"87,690 mi.",Tom Wood Porsche,4.7,244 ,"$32,762"
2020 Nissan Frontier SV,"21,024 mi.",Coughlin Nissan,3.1,21 ,"$29,990"
2022 Kia Niro EV EX,"3,656 mi.",Huffines Kia McKinney,n/a,n/a,"$39,792"
2022 Jeep Grand Cherokee Summit,"16,745 mi.",York Dodge Chrysler Jeep RAM,n/a,192 ,"$66,302"
2021 BMW 740 i xDrive,"13,210 mi.",Tulley Automotive Group,4.5,843 ,"$72,918"
2020 GMC Sierra 1500 Denali,"18,420 mi.",Parsons Opequon Motors,n/a,15 ,"$59,814"
2022 Volkswagen Arteon 2.0T SEL R-Line,"4,099 mi.",Bommarito Volkswagen Hazelwood,4.7,"1,751 ","$44,995"
2022 Kia EV6 GT-Line,"15,817 mi.",Fort Bend Kia,4.8,202 ,"$52,777"
2021 Chevrolet Blazer 2LT,"13,683 mi.",Salt Lake Valley Chevrolet,4.1,17 ,"$35,497"
2020 RAM 1500 Big Horn,"29,483 mi.",Keller Bros. Dodge RAM,4.7,308 ,"$44,991"
2021 Kia K5 GT-Line,"19,176 mi.",Boomer Kia,4.0,59 ,"$29,855"
2021 BMW X6 M50i,"26,921 mi.",Nalley BMW,4.0,631 ,"$79,900"
2019 Subaru Ascent Limited 7-Passenger,"31,282 mi.",Subaru of Kings Automall,4.7,179 ,"$34,000"
2020 Volvo V60 Cross Country T5,"21,969 mi.",Red Bank Volvo Cars,3.9,134 ,"$36,999"
2021 Volkswagen Atlas Cross Sport 3.6L V6 SE w/Technology R-Line,"19,614 mi.",Luther Westside VW,4.8,"5,325 ","$40,800"
2021 Ford Bronco Sport BASE,"14,632 mi.",Mountain Home Auto Ranch,3.1,231 ,"$30,998"
2022 Kia Stinger GT-Line,"11,599 mi.",Classic Kia of Carrollton,3.4,18 ,"$38,995"
2022 Ford F-150 XL,"3,887 mi.",Preston Ford Lincoln Hyundai Nissan,4.5,562 ,"$45,000"
2021 Dodge Durango SXT,"41,182 mi.",Capitol Chrysler Dodge Jeep RAM,4.8,322 ,"$33,425"
2021 Ford Bronco Sport Outer Banks,"4,926 mi.",Nick Abraham Auto Mall,4.4,165 ,"$41,936"
2023 Chevrolet Corvette Stingray w/2LT,156 mi.,Grieco Chevrolet Delray,4.0,621 ,"$98,900"
2021 GMC Canyon AT4 w/Cloth,"21,494 mi.",Dale Willey Chevrolet Buick GMC,3.3,138 ,"$39,424"
2022 GMC Canyon Denali,"2,201 mi.",Dale Willey Chevrolet Buick GMC,3.3,138 ,"$45,979"
2021 Ford Mustang Mach-E Premium,"10,275 mi.",Romeo Ford of Kingston,4.5,134 ,"$56,995"
2017 Porsche Panamera 4S,"22,111 mi.",Porsche North Scottsdale,4.7,321 ,"$81,400"
2022 Acura TLX Technology,"8,543 mi.",Elite Acura,4.9,795 ,"$40,987"
2021 Chevrolet Trailblazer LT,"18,197 mi.",Mitch Smith Chevrolet,1.9,125 ,"$27,999"
2019 Toyota 4Runner TRD Pro,"62,233 mi.",Oakbrook Toyota in Westmont,4.6,"2,276 ","$44,900"
2022 Toyota Highlander LE,"3,571 mi.",Panama City Toyota,3.8,468 ,"$40,348"
2022 Toyota Highlander XLE,"19,199 mi.",Panama City Toyota,3.8,468 ,"$42,988"
2017 Nissan Armada Platinum,"68,285 mi.",Mathews Nissan of Paris,n/a,7 ,"$30,418"
2020 Cadillac CT6 Luxury,"35,335 mi.",Barker Motor Company,4.9,"1,010 ","$52,960"
2020 Toyota Sienna LE,"24,636 mi.",Kenosha Toyota,n/a,4 ,"$35,990"
2021 Chevrolet Traverse LT Cloth,"44,393 mi.",U-J Chevrolet,2.4,113 ,"$34,855"
2019 BMW M240 i,"26,896 mi.",Braman Motors Miami,4.6,"2,697 ","$43,257"
2020 Buick Encore GX Select,"20,529 mi.",Crown Buick GMC,4.9,"4,298 ","$22,294"
2022 Cadillac Escalade Premium Luxury,"9,302 mi.",Cole Buick GMC Cadillac,2.9,302 ,"$105,988"
2019 Kia Cadenza Premium,"38,516 mi.",Kia Delray,4.8,"2,797 ","$24,499"
2021 Ford Bronco Sport Badlands,"4,638 mi.",Jack Madden Ford,3.4,624 ,"$42,396"
2021 Honda Accord Sport SE,"14,989 mi.",Great Lakes Honda,3.3,450 ,"$30,577"
2020 Volvo XC90 T6 Momentum 7 Passenger,"24,572 mi.",Crest Volvo Cars,4.9,"1,632 ","$48,384"
2021 Chevrolet Camaro 2SS,"6,557 mi.",Ray Huffines Chevrolet Plano,4.5,"2,681 ","$46,991"
2018 Porsche 911 Carrera GTS,"3,969 mi.",Porsche South Bay,4.2,236 ,"$141,991"
2022 Acura ILX ,"6,816 mi.",Ed Martin Acura,4.7,446 ,"$32,277"
2019 Chevrolet Tahoe Premier,"51,717 mi.",Holz Motors,4.4,433 ,"$53,443"
2019 Porsche 911 Carrera GTS,"13,203 mi.",Porsche Irvine,4.8,494 ,"$129,991"
2022 Honda Odyssey Touring,"16,808 mi.",Honda of Ocala,4.5,"3,587 ","$42,421"
2019 Honda Pilot EX-L,"57,458 mi.",Crown Cadillac Buick Honda,4.5,245 ,"$32,465"
2022 Toyota Tacoma TRD Off Road,"7,415 mi.",Hoffman Toyota,4.7,"1,051 ","$42,689"
2021 Ford EcoSport SE,"4,783 mi.",Cutter Ford,4.4,885 ,"$27,859"
2022 Ford Ranger XLT,"1,780 mi.",Serramonte Ford,4.4,304 ,"$41,993"
2022 Ford Bronco ,185 mi.,Homer Skelton Ford of Millington,4.9,360 ,"$66,991"
2020 Volvo S60 T6 Momentum,"27,679 mi.",Crest Volvo Cars,4.9,"1,632 ","$32,954"
2019 Subaru Ascent Premium 8-Passenger,"23,626 mi.",Beechmont Subaru,4.3,444 ,"$29,500"
2021 Jeep Compass Trailhawk,"46,480 mi.",John Morlan Chrysler Dodge Jeep,n/a,104 ,"$28,888"
2019 Acura ILX Technology & A-Spec,"8,003 mi.",Kendall Honda,4.7,417 ,"$29,782"
2021 Toyota Avalon XLE,"40,592 mi.",Kings Toyota,3.4,527 ,"$32,263"
2019 BMW 540 i xDrive,"29,595 mi.",BMW of Barrington,4.9,"1,269 ","$41,714"
2021 Ford Expedition Max Limited,"27,137 mi.",Susquehanna Ford,n/a,2 ,"$64,896"
2018 Honda HR-V ,"33,820 mi.",Mccurley Integrity Honda,n/a,5 ,"$26,750"
2020 Cadillac XT6 Premium Luxury FWD,"27,267 mi.",Mataga Buick GMC Cadillac,4.5,277 ,"$42,231"
2021 Kia Seltos SX,"13,253 mi.",Jenkins Kia of Crystal River,4.8,"2,808 ","$29,992"
2022 Kia Seltos EX,"8,389 mi.",Lokey Kia,4.5,"5,636 ","$28,998"
2021 Ferrari Roma Base,"2,745 mi.",Ferrari of Washington,n/a,n/a,"$309,988"
2022 BMW 740 i xDrive,"13,967 mi.",BMW of Little Rock,n/a,781 ,"$78,990"
2020 RAM 1500 Limited,"69,614 mi.",Minot Automotive Center,4.8,562 ,"$49,922"
2021 RAM 1500 Big Horn,"28,419 mi.",Jack Phelan Chrysler Dodge Jeep RAM,4.9,"1,544 ","$44,466"
2011 Aston Martin V12 Vantage Carbon Black,"33,056 mi.",Aston Martin Newport Beach,n/a,4 ,"$135,933"
2020 BMW X7 M50i,"15,653 mi.",BMW of Denver Downtown,4.1,828 ,"$86,996"
2019 BMW M850 i xDrive,"23,188 mi.",BMW of Henderson,4.5,"1,036 ","$69,281"
2022 Ferrari F8 Spider Base,718 mi.,Lake Forest Sports Cars,n/a,6 ,"$499,900"
2020 Honda Passport Elite,"17,001 mi.",Pohanka Honda of Fredericksburg,3.9,"1,131 ","$39,499"
2019 BMW X3 xDrive30i,"28,000 mi.",Zeigler BMW of Kalamazoo,n/a,13 ,"$36,500"
2021 Subaru Forester Limited,"33,290 mi.",Faulkner Subaru of Mechanicsburg,4.0,343 ,"$30,000"
2022 Acura TLX Tech,"6,783 mi.",Pohanka Acura,4.8,"1,678 ","$43,358"
2020 Volvo XC40 T5 R-Design,"34,570 mi.",Volvo Cars Gilbert,3.9,298 ,"$39,200"
2022 Volkswagen Atlas Cross Sport 2.0T SE,"2,302 mi.",Alexandria VW,4.7,948 ,"$33,900"
2021 GMC Sierra 1500 AT4,"12,199 mi.",Vaughn Automotive,2.7,131 ,"$54,900"
2022 Ferrari Roma Base,"2,077 mi.",Wide World Ferrari,4.1,24 ,"$305,550"
2019 Maserati Quattroporte S,"35,754 mi.",Santa Monica Maserati,4.6,738 ,"$53,800"
2021 Honda Pilot Touring 7-Passenger,"23,500 mi.",Pauly Honda,4.8,934 ,"$43,975"
2020 Porsche Taycan Turbo,"3,239 mi.",Porsche South Orlando,4.5,147 ,"$148,995"
2022 INFINITI QX80 SENSORY,"18,650 mi.",Luther INFINITI of Bloomington,4.9,209 ,"$79,990"
2020 BMW X6 M50i,"21,903 mi.",BMW of Westlake,4.8,"3,316 ","$81,995"
2019 BMW X3 M40i,"26,873 mi.",BMW of Maui,n/a,14 ,"$44,995"
2018 Chevrolet Traverse High Country,"52,459 mi.",City Motor Company,2.3,89 ,"$38,996"
2021 Kia Telluride EX,"20,450 mi.",DARCARS Kia of Frederick,3.7,112 ,"$42,900"
2022 RAM 1500 Rebel,"13,088 mi.",Jeff Belzer's Lakeville,4.8,"6,678 ","$61,889"
2020 Cadillac CT5 Premium Luxury RWD,"10,491 mi.",Ed Morse Delray Cadillac,4.9,"2,261 ","$38,995"
2021 Toyota Tacoma TRD Off-Ro,"24,892 mi.",Toyota World of Newton,n/a,923 ,"$39,995"
2019 Chevrolet Blazer Premier,"29,090 mi.",All Star Chevrolet,4.5,330 ,"$39,030"
2018 Toyota Highlander SE,"55,441 mi.",Rochester Toyota,4.7,462 ,"$33,499"
2019 Ford F-150 Limited,"45,165 mi.",Imperial Ford,4.9,"1,295 ","$52,647"
2020 Toyota Camry SE,"72,343 mi.",Peter Boulware Toyota of Columbia,2.5,371 ,"$22,898"
2020 Aston Martin Vantage Coupe,"7,783 mi.",Aston Martin San Diego,n/a,1 ,"$131,999"
2018 Ford Explorer LIMITED,"60,105 mi.",Bo Beuckman Ford,4.4,185 ,"$31,500"
2022 Volvo XC90 T6 Momentum 7 Passenger,17 mi.,Volvo Cars Winston Salem,3.0,324 ,"$64,105"
2020 BMW X5 sDrive40i,"35,366 mi.",Galleria BMW,4.4,64 ,"$47,555"
2019 GMC Terrain Denali,"21,144 mi.",Wiers Chevrolet - Cadillac - GMC,3.8,22 ,"$31,499"
2021 Ferrari F8 Spider Base,"2,978 mi.",Ferrari of Naples,3.8,6 ,"$544,991"
2021 Volkswagen Atlas 3.6 V6 SEL R-Line,"17,189 mi.",Fitzgerald Volkswagen Frederick,n/a,1 ,"$46,995"
2020 Volvo XC90 T6 Inscription 7 Passenger,"21,114 mi.",Volvo Cars Lisle,4.7,911 ,"$54,397"
2021 Honda Civic ,"37,487 mi.",Townsend Honda,3.9,183 ,"$26,995"
2019 Chevrolet Corvette Stingray,"28,730 mi.",Willis Chevrolet of Granger,n/a,3 ,"$56,877"
2014 Porsche Cayman ,"18,622 mi.",Porsche North Scottsdale,4.7,321 ,"$51,900"
2017 Chevrolet Suburban Premier,"71,970 mi.",Runde Chevrolet,4.9,322 ,"$43,942"
2022 Ford Maverick XL,"7,544 mi.",Grapevine Ford Lincoln,4.6,"2,664 ","$30,850"
2022 Porsche Panamera Turbo S,"5,679 mi.",Porsche of Tampa,4.7,133 ,"$174,000"
2020 Cadillac CT5 ,"14,226 mi.",Myrtle Beach Chevrolet Cadillac,4.8,908 ,"$46,995"
2020 Toyota Sienna XLE,"60,622 mi.",Lithia Toyota of Springfield,4.9,"1,222 ","$34,750"
2022 BMW M440 i xDrive,"7,423 mi.",BMW of South Atlanta,4.5,478 ,"$71,000"
2021 GMC Yukon Denali,"35,905 mi.",Bob Brown Buick GMC,4.5,440 ,"$75,500"
2021 Ford Explorer XLT,"27,634 mi.",Westway Ford,3.4,801 ,"$31,947"
2022 Nissan Frontier SV,"3,778 mi.",KC Summers Nissan Toyota Buick GMC,n/a,35 ,"$36,977"
2019 Volvo S90 T6 Inscription,"14,872 mi.",Sullivan-Parkhill,4.6,425 ,"$42,000"
2020 Volvo XC90 T5 Momentum 7 Passenger,"37,210 mi.",Crest Volvo Cars,4.9,"1,632 ","$42,998"
2021 Honda Pilot Elite,"29,806 mi.",Honda of Tiffany Springs,4.8,"1,361 ","$48,875"
2021 Dodge Durango R/T,"22,376 mi.",Thunder Chrysler Dodge Jeep Ram,4.3,225 ,"$43,252"
2019 GMC Acadia SLT-1,"42,121 mi.",Bob Brown Buick GMC,4.5,440 ,"$32,990"
2018 Ford F-150 XL,"17,862 mi.",Bailey Ford of Malone,4.5,56 ,"$31,699"
2021 Dodge Durango R/T,"18,161 mi.",Falvey's Motors,3.7,589 ,"$52,950"
2020 BMW M340 i xDrive,"28,436 mi.",Niello BMW Elk Grove,n/a,18 ,"$51,383"
2022 Honda Pilot EX-L,"8,021 mi.",Galpin Honda,4.9,"7,555 ","$39,577"
2020 Jeep Grand Cherokee High Altitude,"26,629 mi.",Imperial Chrysler Dodge Jeep RAM,4.7,"1,468 ","$49,977"
2019 Toyota Tacoma TRD Off Road,"47,494 mi.",My Auto Import Center,4.6,"4,359 ","$36,900"
2019 Toyota Corolla Hatchback SE,"23,997 mi.",Kerry Toyota,4.7,"1,057 ","$23,950"
2021 Ford F-150 King Ranch,"17,686 mi.",Mike Castrucci Ford,4.3,510 ,"$67,550"
2020 Toyota Sienna XLE Premium,"53,267 mi.",Inver Grove Toyota,4.9,"2,213 ","$37,995"
2021 BMW 330e 330e,"9,793 mi.",BMW of Fairfield,4.2,9 ,"$42,987"
2020 Honda CR-V Hybrid EX-L,"30,277 mi.",Dahl Honda,n/a,n/a,"$35,894"
2015 Nissan Xterra PRO-4X,"40,496 mi.",Marlboro Nissan,n/a,"2,287 ","$25,999"
2021 Nissan Armada S,"11,350 mi.",Mount Holly Nissan,4.9,476 ,"$48,700"
2019 Porsche 911 Carrera 4S,"3,383 mi.",Garber Automotive Porsche Audi,4.7,381 ,"$129,950"
2022 Chevrolet Silverado 1500 RST,851 mi.,Parks Chevrolet Huntersville,3.2,242 ,"$60,998"
2021 Cadillac XT6 Premium Luxury AWD,"20,405 mi.",Frank Boucher Chevrolet Cadillac of Racine,4.7,989 ,"$51,771"
2022 Toyota 4Runner Limited,"8,193 mi.",Buckhannon Toyota,n/a,60 ,"$49,989"
2019 BMW X7 xDrive40i,"30,545 mi.",BMW of Freeport,4.8,"1,447 ","$61,847"
2019 BMW M5 Competition,"21,273 mi.",Gebhardt BMW,3.8,373 ,"$88,968"
2021 Volkswagen Atlas 2.0T S,"44,951 mi.",Volkswagen of Mount Prospect,2.0,13 ,"$31,524"
2022 Chevrolet Suburban LS,"9,650 mi.",PREMIER Chevrolet of Carlsbad,1.3,13 ,"$56,500"
